408,舉,举,jǔ,lift; heave; raise; hold up; cite,v
409,句,句,jù,(measure word for sentences),m
410,句子,句子,jùzi,sentence,n
411,覺得,觉得,juéde,feel; think,v
412,決定,决定,juédìng,decide; resolve; decision; resolution,n
413,咖啡,咖啡,kāfēi,coffee,n
414,卡車,卡车,kǎchē,lorry; truck,n
415,開,开,kāi,open; operate; turn on; hold; boil,v
416,開始,开始,kāishǐ,begin; start,n
417,開玩笑,开玩笑,kāi wánxiào,joke; crack a joke; make fun of,
418,開學,开学,kāi xué,school begins; term starts,
419,看,看,kàn,see; look at; watch; read; think,v
420,看病,看病,kàn bìng,see a doctor; see a patient,
421,看見,看见,kànjiàn,see; catch sight of,v
422,考試,考试,kǎoshì,examine; test; examination,n
423,棵,棵,kē,(measure word for plants),m
424,科學,科学,kēxué,science; scientific,adj
425,咳嗽,咳嗽,késou,cough,v
426,可能,可能,kěnéng,possible; maybe; possibility; may,n
427,可是,可是,kěshì,but; nevertheless; yet; indeed,conj
428,可以,可以,kěyǐ,can; may,aux
429,渴,渴,kě,thirsty,adj
430,克,克,kè,gram,m
431,刻,刻,kè,a quarter of an hour; carve; cut,m
432,客氣,客气,kèqi,polite; act or remark politely,v
433,課,课,kè,lesson; class; subject; course,n
434,課本,课本,kèběn,textbook,n
435,課文,课文,kèwén,text,n
436,空氣,空气,kōngqì,air,n
437,口,口,kǒu,mouth; (measure word for people),m
438,口語,口语,kǒuyǔ,spoken language,n
439,哭,哭,kū,cry,v
440,苦,苦,kǔ,bitter; miserable,adj
441,塊,块,kuài,piece; Yuan (the basic RMB unit),m
442,快,快,kuài,fast; rapid; sharp; hurry up; soon,adj
443,困難,困难,kùnnán,difficult; difficulty; trouble,adj
444,拉,拉,lā,pull; drag; haul; play; draw in; shit,v
445,啦,啦,la,(modal particle ending a sentence),part
446,來,来,lái,come; arrive; crop up; take place,v
447,藍,蓝,lán,blue,adj
448,籃球,篮球,lánqiú,basketball,n
449,勞動,劳动,láodòng,work; labor,v
450,勞駕,劳驾,láo jià,excuse me; may I trouble you,
451,老(老二),老(老二),lǎo(lǎo'èr),old; aged; tough; of long standing,pref
452,老師,老师,lǎoshī,teacher,n
453,了,了,le,(modal particle ending a sentence),part
454,累,累,lèi,tired; tire; strain,adj
455,冷,冷,lěng,cold,adj
456,離,离,lí,leave; without; off; away; from,prep
457,離開,离开,líkāi,leave; depart from,v
458,里,里,lǐ,in; inside,n
459,里,里,lǐ,half a kilometer,m
460,裡邊,里边,lǐbian,inside; in; within; interior,n
461,禮物,礼物,lǐwù,gift; present,n
462,歷史,历史,lìshǐ,history; past records,n
463,利用,利用,lìyòng,use; utilize; exploit; make use of,v
464,例如,例如,lìrú,for example; for instance,v
465,立刻,立刻,lìkè,immediately; at once; right away,adv
466,倆,俩,liǎ,two people (used in oral Chinese),num
467,聯繫,联系,liánxì,integrate; link; contact; connection,n
468,連…都(也)…,连…都(也)…,lián … dōu (yě) …,even,
469,臉,脸,liǎn,face,n
470,練習,练习,liànxí,practice; exercise; drill,n
471,涼快,凉快,liángkuai,nice and cool; pleasantly cool,adj
472,兩,两,liǎng,two; a few; some,num
473,輛,辆,liàng,(measure word for vehicles),m
474,亮,亮,liàng,bright; shiny; light; shine; show,v
475,了,了,liǎo,finish; end; settle; be able,v
476,了解,了解,liǎojiě,understand; know; find out,v
477,零,零,líng,"zero, 0",num
478,領導,领导,lǐngdǎo,lead; leader; leadership,n
479,留,留,liú,remain; stay; keep; grow; leave,v
480,留念,留念,liúniàn,accept or keep as souvenir,v
481,留學生,留学生,liúxuéshēng,foreign student; overseas student,n
482,流,流,liú,flow; stream; drip; shed; trickle,n
483,六,六,liù,six,num
484,樓,楼,lóu,storied building,n
485,路,路,lù,road; path; way; journey; route,n
486,錄音,录音,lùyīn,record sound; sound recording,n
487,旅行,旅行,lǚxíng,travel; journey; tour; trip,v
488,綠,绿,lǜ,green,adj
489,亂,乱,luàn,in a mess; indiscriminate; random,adj
